trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
539,False,"{'a': 0.6, 'e': 0.5831740006406804}",20,0,-58.93843150191128,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
540,False,"{'a': 0.6, 'e': 0.5825908266400397}",20,0,-31.680244475811225,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
541,False,"{'a': 0.6, 'e': 0.5820082358133996}",25,11,-66.90993708019737,"{0: 7, 1: 3, 2: 2, 3: 2, 4: 0}",1
542,False,"{'a': 0.6, 'e': 0.5814262275775862}",20,6,-56.59785156063692,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
543,False,"{'a': 0.6, 'e': 0.5808448013500086}",25,12,13.383024996858909,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.6, 'e': 0.5802639565486586}",25,0,-59.86755908937508,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.6, 'e': 0.57968369259211}",25,3,-37.08266545416148,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
546,False,"{'a': 0.6, 'e': 0.5791040088995179}",30,16,1.6723148804902475,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.6, 'e': 0.5785249048906184}",30,6,-21.59768775318623,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
548,False,"{'a': 0.6, 'e': 0.5779463799857277}",20,0,19.403909681214078,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
549,False,"{'a': 0.6, 'e': 0.577368433605742}",25,2,-164.13900527654692,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 3}",1
550,False,"{'a': 0.6, 'e': 0.5767910651721362}",20,13,-0.14335209519433478,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.6, 'e': 0.5762142741069641}",20,0,-98.17104599406734,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
552,False,"{'a': 0.6, 'e': 0.5756380598328571}",20,0,-112.2286407659941,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
553,False,"{'a': 0.6, 'e': 0.5750624217730242}",20,0,-54.902303117042905,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
554,False,"{'a': 0.6, 'e': 0.5744873593512513}",20,0,-69.52772648022393,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
555,False,"{'a': 0.6, 'e': 0.5739128719919}",30,9,0.6270220063402339,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
556,False,"{'a': 0.6, 'e': 0.5733389591199081}",30,3,-2.593534374872193,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
557,False,"{'a': 0.6, 'e': 0.5727656201607881}",25,13,-46.4610297358615,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
558,False,"{'a': 0.6, 'e': 0.5721928545406274}",25,5,-64.18680584191358,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",1
559,False,"{'a': 0.6, 'e': 0.5716206616860868}",20,0,2.7900454423162744,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
560,False,"{'a': 0.6, 'e': 0.5710490410244007}",20,0,-33.57811554772934,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
561,False,"{'a': 0.6, 'e': 0.5704779919833762}",20,0,-83.51283559822882,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
562,False,"{'a': 0.6, 'e': 0.5699075139913929}",20,15,9.553230321600116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.6, 'e': 0.5693376064774015}",30,0,-16.614842789336898,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
564,False,"{'a': 0.6, 'e': 0.5687682688709241}",20,14,-3.4507267580007968,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.6, 'e': 0.5681995006020532}",25,0,-110.4087207770689,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
566,False,"{'a': 0.6, 'e': 0.5676313011014511}",25,17,12.111683965647911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
